Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)"
7637,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1950.0,353104.276,357021.1,183437.093,173584.006,120.08,105.676,20.023,7709,21.592,7833.647,2.194,31.593,15651.496,2551.902,43.838,5.732,1.699,28.269,105.1,7942.496,3935.66,4006.836,22.246,41.723,42.599,40.801,45.018,45.321,44.692,10.915,10.743,11.086,4.777,4.698,4.84,2817.464,181.212,13663.72,4231.012,283.693,438.022,417.894,458.914,606.271,597.923,615.009,282.173,271.36,293.562,425.721,423.659,427.864,124.658,0.349
7638,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1951.0,360937.923,364922.36,187619.254,177303.106,122.738,105.818,19.986,7870.845,21.567,7968.873,2.184,31.738,16041.888,2619.951,43.957,5.772,1.713,28.289,105.1,8171.043,4054.483,4116.559,22.39,41.744,42.635,40.805,44.953,45.28,44.603,10.842,10.689,10.995,4.76,4.701,4.807,2870.708,180.093,14017.112,4362.132,281.906,436.863,416.403,458.122,606.647,598.22,615.481,282.056,270.974,293.728,427.112,424.897,429.403,98.023,0.269
7639,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1952.0,368906.796,372997.188,191887.475,181109.714,125.454,105.951,19.939,8164.985,21.887,8180.784,2.193,31.607,16458.33,2682.663,44.117,5.821,1.739,28.318,105.1,8293.345,4122.618,4170.728,22.23,42.038,42.912,41.115,45.004,45.315,44.671,10.866,10.705,11.026,4.767,4.706,4.818,2901.373,177.531,14410.547,4423.309,277.415,432.944,412.68,454.034,603.371,595.187,611.978,281.325,270.458,292.784,426.006,424.052,428.021,15.795,0.042
7640,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1953.0,377087.58,381227.705,196230.287,184997.418,128.222,106.072,19.878,8415.259,22.066,8280.25,2.172,31.913,16857.475,2725.684,44.203,5.865,1.759,28.354,105.2,8442.216,4207.628,4234.587,22.137,42.205,43.033,41.329,44.958,45.215,44.684,10.912,10.73,11.093,4.781,4.708,4.843,2935.49,175.272,14786.709,4488.79,273.787,431.473,411.873,451.915,602.277,594.868,610.115,283.372,273.348,293.959,427.173,426.187,428.172,-135.005,-0.354
7641,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1954.0,385367.83,389731.406,200706.078,189025.328,131.082,106.179,19.804,8832.709,22.656,8727.152,2.239,30.958,17246.702,2791.547,44.238,5.906,1.798,28.374,105.2,8413.993,4201.096,4212.897,21.582,42.953,43.739,42.118,45.401,45.612,45.177,11.044,10.835,11.255,4.818,4.723,4.903,2950.974,172.207,15165.173,4496.033,267.593,421.599,402.622,441.447,590.987,583.968,598.456,275.88,266.439,285.876,417.324,416.818,417.83,-105.559,-0.271
7642,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1955.0,394094.982,398577.992,205350.073,193227.919,134.057,106.273,19.723,9081.134,22.777,8966.021,2.25,30.807,17549.401,2836.623,44.017,5.911,1.816,28.365,105.1,8468.267,4235.259,4233.008,21.24,43.388,44.133,42.594,45.607,45.774,45.43,11.102,10.876,11.33,4.839,4.734,4.934,2964.45,169.71,15462.056,4513.411,263.062,415.737,397.289,435.071,584.927,578.526,591.771,272.3,263.506,281.625,412.823,413.06,412.534,-115.107,-0.289
7643,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1956.0,403061.003,407656.597,210107.732,197548.865,137.111,106.357,19.636,9310.444,22.832,9191.188,2.255,30.738,17843.839,2854.63,43.759,5.913,1.833,28.358,105.2,8533.395,4273.641,4259.755,20.927,43.762,44.473,43.004,45.766,45.9,45.627,11.113,10.88,11.348,4.851,4.748,4.944,2971.993,167.295,15751.667,4524.259,258.802,410.12,392.047,429.089,579.816,574.083,585.964,268.732,260.541,277.423,409.281,410.314,408.12,-119.26,-0.292
7644,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1957.0,412252.191,416935.399,214965.294,201970.106,140.232,106.434,19.547,9510.155,22.803,9366.417,2.247,30.848,18127.957,2872.371,43.466,5.913,1.845,28.344,105.1,8617.802,4317.911,4299.891,20.663,44.057,44.757,43.312,45.862,45.978,45.742,11.093,10.863,11.326,4.856,4.762,4.942,2977.74,164.95,16032.271,4532.505,254.838,405.317,387.257,424.276,576.044,570.725,581.745,265.953,258.109,274.268,407.137,408.746,405.323,-143.738,-0.345
7645,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1958.0,421618.608,426295.763,219863.705,206432.057,143.38,106.507,19.454,9696.416,22.734,9354.309,2.194,31.593,18369.733,2881.589,43.069,5.903,1.858,28.342,105.1,8673.317,4349.047,4324.269,20.335,44.423,45.102,43.7,46.026,46.138,45.912,11.085,10.86,11.315,4.864,4.778,4.943,2977.771,162.657,16275.617,4528.779,250.758,399.513,381.608,418.319,570.899,565.924,576.222,261.868,254.115,270.073,403.424,405.27,401.32,-342.106,-0.802
7646,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1959.0,430972.917,435900.352,224885.438,211014.915,146.61,106.573,19.353,9904.746,22.718,9854.871,2.261,30.657,18592.576,2899.689,42.646,5.892,1.871,28.327,105.2,8687.83,4357.379,4330.451,19.928,44.889,45.56,44.174,46.27,46.386,46.152,11.113,10.889,11.342,4.879,4.796,4.957,2971.54,160.327,16503.422,4509.674,246.347,392.633,374.757,411.413,563.99,559.028,569.293,256.726,248.844,265.05,397.92,399.65,395.927,-49.875,-0.114
7647,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1960.0,440827.788,445954.579,230135.579,215819,149.992,106.634,19.237,10201.318,22.873,10253.581,2.299,30.15,18957.618,2930.137,42.506,5.921,1.892,28.345,105.2,8756.3,4392.735,4363.565,19.633,45.218,45.884,44.508,46.391,46.509,46.271,11.161,10.934,11.394,4.897,4.809,4.979,2983.52,158.207,16855.608,4513.618,242.541,388.431,370.625,407.138,559.665,554.599,565.08,254.975,246.95,263.431,395.319,396.829,393.56,52.264,0.117
7648,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1961.0,451081.369,456351.876,235560.577,220791.299,153.489,106.689,19.104,10426.825,22.848,10541.014,2.31,30.006,19301.072,3000.917,42.294,5.937,1.904,28.347,105.2,8874.247,4453.448,4420.799,19.446,45.398,46.057,44.695,46.388,46.502,46.272,11.229,10.993,11.472,4.916,4.818,5.008,3004.257,156.388,17185.588,4536.424,239.495,387.059,369.435,405.577,558.061,552.847,563.646,256.591,248.451,265.149,395.611,396.855,394.154,114.181,0.25
7649,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1962.0,461622.383,467024.193,241125.862,225898.332,157.078,106.741,18.959,10693.234,22.896,10803.621,2.313,29.967,19662.55,3061.343,42.101,5.953,1.918,28.344,105.2,8969.316,4501.95,4467.365,19.205,45.659,46.312,44.961,46.447,46.563,46.33,11.326,11.078,11.583,4.939,4.826,5.048,3022.841,154.493,17533.563,4554.445,236.141,384.847,367.418,403.167,555.096,549.574,561.032,257.418,249.022,266.229,394.554,395.305,393.657,110.398,0.236
7650,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1963.0,472426.004,477933.619,246813.291,231120.329,160.748,106.79,18.809,10966.236,22.943,11015.231,2.305,30.071,20030.594,3119.771,41.907,5.969,1.933,28.358,105.2,9064.358,4550.912,4513.446,18.964,45.936,46.58,45.248,46.535,46.651,46.418,11.417,11.156,11.685,4.96,4.833,5.083,3043.777,152.702,17886.891,4575.638,232.915,382.219,365.023,400.305,551.683,545.918,557.903,257.451,248.823,266.493,392.846,393.153,392.458,48.986,0.102
7651,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1964.0,483441.235,489059.309,252612.93,236446.379,164.49,106.837,18.657,11230.312,22.96,11236.148,2.298,30.163,20406.981,3227.732,41.721,5.979,1.945,28.355,105.2,9176.669,4607.795,4568.874,18.761,46.184,46.822,45.501,46.624,46.74,46.506,11.468,11.202,11.743,4.972,4.84,5.1,3068.033,151.082,18246.17,4604.679,230.063,379.35,362.256,397.33,548.491,542.605,554.861,256.582,247.806,265.773,391.024,391.103,390.91,5.837,0.012
7652,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1965.0,494677.383,500114.346,258373.487,241740.859,168.208,106.88,18.521,10854.852,21.704,10873.926,2.174,31.883,20678.677,3423.687,41.346,5.941,1.892,28.288,105.2,9823.825,4948.113,4875.713,19.642,44.98,45.556,44.361,46.132,46.193,46.075,11.225,10.954,11.506,4.894,4.765,5.018,3229.055,156.405,18411.953,4924.208,241.014,393.926,377.697,411.03,564.863,560.528,569.613,262.725,255.224,270.546,401.409,403.239,399.413,19.077,0.038
7653,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1966.0,505551.309,510992.617,264041.608,246951.009,171.867,106.921,18.402,11027.419,21.576,10882.616,2.13,32.542,20913.381,3612.249,40.918,5.881,1.889,28.209,105.3,9885.962,4980.75,4905.213,19.342,45.333,45.898,44.727,46.356,46.42,46.297,11.164,10.908,11.43,4.884,4.776,4.985,3227.017,154.719,18645.644,4916.006,237.985,387.225,370.918,404.402,559.124,555.198,563.432,256.09,248.658,263.812,396.175,398.392,393.749,-144.807,-0.283
7654,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1967.0,516433.925,521987.069,269770.979,252216.091,175.565,106.96,18.293,11230.625,21.51,11106.289,2.128,32.573,21193.323,3833.586,40.592,5.825,1.886,28.136,105.3,9962.698,5021.523,4941.175,19.082,45.674,46.225,45.083,46.596,46.666,46.529,11.067,10.834,11.309,4.873,4.797,4.944,3234.421,153.124,18918.916,4917.027,235.191,379.968,363.547,397.256,553.292,549.94,556.972,248.118,240.754,255.733,390.503,393.239,387.484,-124.336,-0.238
7655,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1968.0,527540.214,533431.909,275736.482,257695.427,179.414,107.001,18.234,11967.717,22.429,11783.389,2.209,31.378,21454.18,3993.385,40.207,5.76,1.929,28.102,105.3,9486.463,4768.994,4717.469,17.778,47.471,48.065,46.837,47.47,47.603,47.337,11.191,10.993,11.396,4.952,4.916,4.983,3096.345,144.989,19274.109,4620.987,219.278,353.646,336.217,371.948,526.754,522.645,531.199,229.982,221.443,238.823,370.926,372.63,368.994,-184.326,-0.345
7656,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1969.0,539323.603,545314.67,281934.206,263380.464,183.411,107.044,18.237,12153.815,22.282,11982.134,2.197,31.55,21704.442,4118.241,39.792,5.684,1.917,28.071,105.4,9550.627,4800.594,4750.033,17.51,47.857,48.456,47.22,47.756,47.907,47.604,11.142,10.967,11.325,4.991,4.988,4.994,3101.637,143.32,19524.327,4624.047,216.352,346.053,328.326,364.663,520.036,516.142,524.226,221.4,212.672,230.427,364.355,366.208,362.231,-171.683,-0.315
7657,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1970.0,551305.737,557501.301,288292.405,269208.897,187.509,107.089,18.264,12436.923,22.305,12391.129,2.223,31.181,22042.928,4211.812,39.533,5.624,1.908,28.044,105.5,9606.005,4826.227,4779.778,17.228,48.241,48.854,47.587,48.045,48.217,47.871,11.174,11.014,11.342,5.082,5.099,5.066,3110.193,141.675,19854.222,4630.041,213.5,339.621,321.571,358.575,513.675,509.618,518.025,214.256,205.198,223.644,358.198,359.825,356.306,-45.792,-0.082
7658,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1971.0,563696.866,569999.178,294818.942,275180.236,191.713,107.137,18.301,12825.039,22.492,12604.624,2.211,31.35,22482.719,4413.311,39.43,5.565,1.898,27.943,105.5,9657.68,4845.984,4811.696,16.938,48.632,49.284,47.938,48.343,48.552,48.127,11.316,11.161,11.478,5.234,5.256,5.214,3129.243,139.936,20277.751,4645.818,210.569,334.614,316.047,354.111,507.71,502.753,513.01,209.083,199.237,219.336,352.584,353.179,351.81,-220.417,-0.387
7659,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1972.0,576301.49,582837.973,301529.376,281308.597,196.031,107.188,18.35,13133.262,22.53,13072.965,2.243,30.903,22835.036,4575.66,39.173,5.482,1.877,27.824,105.6,9701.774,4865.983,4835.791,16.643,49.025,49.694,48.31,48.668,48.896,48.429,11.532,11.367,11.706,5.428,5.437,5.42,3149.286,138.481,20618.794,4669.274,208.112,330.586,311.84,350.297,501.892,496.181,507.996,204.843,194.425,215.747,346.917,346.59,347.154,-60.291,-0.103
7660,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1973.0,589374.455,596107.483,308465.459,287642.024,200.494,107.239,18.414,13528.813,22.692,13466.055,2.259,30.684,23229.501,4745.059,38.962,5.402,1.861,27.712,105.6,9700.688,4862.985,4837.703,16.27,49.539,50.224,48.806,49.032,49.274,48.775,11.805,11.619,11.999,5.645,5.629,5.66,3152.321,136.344,21009.762,4662.052,204.414,325.63,306.729,345.531,494.746,488.221,501.721,200.996,189.987,212.573,340.813,339.504,342.126,-62.763,-0.105
7661,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1974.0,602840.51,609721.951,315584.063,294137.889,205.073,107.291,18.486,13931.041,22.843,13762.883,2.257,30.711,23558.643,4792.646,38.629,5.325,1.85,27.691,105.8,9627.602,4829.236,4798.366,15.786,50.244,50.912,49.526,49.468,49.699,49.219,12.097,11.881,12.321,5.856,5.808,5.902,3128.98,133.349,21356.9,4607.426,199.035,318.258,299.54,338.009,484.992,478.155,492.311,196.162,184.904,208.054,333.244,331.436,335.116,-168.162,-0.276
7662,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1975.0,616603.393,623524.219,322800.952,300723.268,209.716,107.342,18.567,14067.636,22.556,13841.652,2.22,31.223,23660.096,4781.064,37.937,5.195,1.818,27.636,105.9,9592.46,4823.181,4769.278,15.381,50.812,51.418,50.158,49.811,49.984,49.625,12.305,12.049,12.572,6.004,5.921,6.087,3090.288,130.741,21492.129,4549.079,194.536,312.014,293.944,331.142,477.093,471.021,483.623,191.97,181.335,203.257,327.188,326.149,328.252,-225.989,-0.362
7663,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1976.0,630445.045,637451.448,330077.58,307373.867,214.4,107.386,18.651,14448.92,22.656,14012.805,2.198,31.535,24020.807,4803.042,37.665,5.13,1.811,27.626,106.2,9571.887,4833.77,4738.117,15.009,51.388,51.884,50.852,50.115,50.176,50.05,12.409,12.106,12.726,6.067,5.949,6.184,3058.099,127.868,21868.147,4486.561,189.584,304.52,287.542,322.569,468.713,464.614,473.168,186.913,177.838,196.606,321.09,322.244,319.8,-436.104,-0.684
7664,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1977.0,644457.85,651685.628,337496.325,314189.303,219.187,107.418,18.743,14486.653,22.228,14455.556,2.218,31.251,24041.856,4515.932,36.89,5.007,1.784,27.662,106.2,9555.203,4849.341,4705.862,14.662,51.909,52.275,51.512,50.352,50.27,50.444,12.412,12.06,12.783,6.051,5.901,6.2,3002.95,124.921,21936.974,4399.463,184.611,296.745,280.949,313.604,460.773,459.325,462.408,181.602,174.646,189.106,315.538,319.799,310.882,-31.092,-0.048
7665,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1978.0,658913.406,666267.76,345069.608,321198.151,224.092,107.432,18.845,14722.542,22.095,14708.707,2.208,31.393,24242.925,4602.447,36.383,4.888,1.762,27.527,106.3,9520.383,4858.903,4661.479,14.288,52.492,52.71,52.258,50.592,50.329,50.886,12.359,11.95,12.791,5.987,5.804,6.167,2943.454,121.705,22175.073,4297.506,179.059,287.457,272.941,303.01,451.516,453.386,449.585,175.35,171.191,179.937,309.234,317.569,300.122,-13.841,-0.021
7666,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1979.0,673622.113,681248.383,352826.329,328422.054,229.13,107.431,18.943,15184.34,22.287,15252.54,2.239,30.958,24698.877,4952.113,36.252,4.808,1.753,27.302,106.5,9514.537,4883.036,4631.501,13.965,53.06,53.135,52.985,50.81,50.377,51.299,12.276,11.81,12.772,5.901,5.687,6.112,2908.125,118.398,22649.38,4215.751,173.432,278.15,264.831,292.47,442.237,447.299,436.852,169.133,167.579,170.992,302.966,315.155,289.612,68.198,0.1
7667,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1980.0,688874.653,696828.385,360875.327,335953.058,234.371,107.418,19.036,15705.144,22.538,15907.463,2.283,30.361,25235.028,5070.153,36.214,4.775,1.758,27.279,106.7,9529.884,4918.805,4611.079,13.676,53.611,53.545,53.696,51.029,50.436,51.7,12.195,11.669,12.756,5.818,5.571,6.062,2888.969,115.215,23197.343,4157.376,168.056,269.225,257.13,282.272,432.96,440.985,424.359,163.111,163.924,162.474,296.538,312.174,279.38,202.323,0.29
7668,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1981.0,704782.116,712869.298,369149.846,343719.452,239.766,107.399,19.126,16150.694,22.654,16174.364,2.269,30.549,25682.976,5322.759,36.024,4.698,1.747,27.083,106.9,9532.282,4943.269,4589.013,13.37,54.175,53.988,54.397,51.277,50.553,52.102,12.148,11.561,12.779,5.764,5.48,6.046,2865.362,112.146,23664.363,4101.611,162.89,260.703,249.642,272.663,423.313,433.561,412.311,157.264,159.886,154.708,289.536,307.689,269.62,23.662,0.033
7669,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1982.0,720956.48,729169.466,377542.519,351626.946,245.248,107.37,19.213,16452.077,22.561,16425.971,2.253,30.766,25964.421,5384.913,35.605,4.62,1.734,27.04,106.8,9512.344,4950.45,4561.894,13.044,54.732,54.446,55.068,51.551,50.72,52.499,12.139,11.489,12.842,5.741,5.417,6.065,2829.065,109.304,23975.39,4038.93,158.129,252.881,242.664,263.944,413.65,425.392,401.057,151.771,155.68,147.835,282.22,302.01,260.543,-26.106,-0.036
7670,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1983.0,737382.451,745826.546,386102.269,359724.278,250.851,107.333,19.303,16842.031,22.58,16888.19,2.264,30.616,26329.46,5391.377,35.3,4.565,1.727,27.042,106.8,9487.429,4951.016,4536.413,12.72,55.281,54.911,55.712,51.837,50.919,52.888,12.161,11.446,12.937,5.741,5.372,6.109,2796.732,106.654,24361.367,3982.132,153.708,245.664,236.129,255.996,404.15,416.85,390.569,146.667,151.443,141.788,274.895,295.674,252.201,46.174,0.062
7671,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1984.0,754270.641,762895.156,394865.497,368029.66,256.591,107.292,19.392,17306.812,22.682,17249.03,2.261,30.657,26777.35,5460.569,35.094,4.516,1.721,26.971,106.9,9470.538,4949.589,4520.949,12.412,55.816,55.387,56.315,52.122,51.128,53.261,12.204,11.424,13.053,5.755,5.34,6.169,2775.292,104.155,24822.691,3936.809,149.553,238.974,229.779,248.931,395.032,408.21,381.005,142.021,147.383,136.489,267.915,289.304,244.632,-57.788,-0.076
7672,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1985.0,771519.671,780242.084,403766.421,376475.662,262.426,107.249,19.479,17557.604,22.5,17444.826,2.236,30.999,27001.359,5499.665,34.602,4.432,1.701,26.886,106.8,9443.755,4941.918,4501.837,12.102,56.334,55.849,56.898,52.394,51.334,53.61,12.259,11.416,13.178,5.774,5.312,6.233,2741.328,101.764,25075.586,3880.379,145.598,232.684,223.764,242.336,386.451,399.996,372.103,137.826,143.522,131.91,261.544,283.327,237.922,-112.781,-0.145
7673,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1986.0,788964.497,797878.993,412811.682,385067.312,268.358,107.205,19.562,18087.907,22.663,17828.992,2.235,31.013,27521.504,5575.874,34.483,4.399,1.7,26.804,106.8,9433.597,4941.241,4492.356,11.82,56.835,56.299,57.459,52.636,51.512,53.926,12.318,11.415,13.303,5.791,5.282,6.291,2719.515,99.372,25604.772,3833.385,141.657,226.666,217.894,236.143,378.57,392.523,363.862,134.23,140.195,127.997,256.167,278.433,232.112,-258.917,-0.324
7674,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1987.0,806793.489,815716.125,421960.524,393755.601,274.357,107.163,19.647,18077.455,22.159,17845.271,2.188,31.679,27477.888,5029.992,33.681,4.311,1.675,26.98,106.9,9400.433,4929.356,4471.077,11.522,57.315,56.726,57.999,52.843,51.657,54.206,12.376,11.419,13.42,5.803,5.249,6.34,2666.31,96.975,25610.355,3754.775,137.733,220.9,212.256,230.222,371.456,385.988,356.205,131.214,137.423,124.687,251.831,274.732,227.18,-232.178,-0.285
7675,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1988.0,824638.76,833729.681,431194.389,402535.292,280.416,107.12,19.745,18285.587,21.93,18181.842,2.181,31.781,27654.404,5349.477,33.166,4.222,1.653,26.825,106.9,9368.817,4922.515,4446.302,11.236,57.777,57.113,58.546,53.023,51.78,54.451,12.435,11.434,13.527,5.817,5.224,6.38,2610.162,94.56,25821.687,3670.082,133.796,215.348,207.175,224.157,364.953,380.414,348.772,128.717,135.153,121.911,248.321,271.91,223.023,-103.742,-0.124
7676,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,1989.0,842820.602,852012.673,440551.295,411461.378,286.565,107.07,19.853,18398.129,21.593,18384.142,2.158,32.12,27733.329,5454.769,32.549,4.132,1.63,26.782,106.7,9335.2,4908.795,4426.405,10.956,58.233,57.511,59.064,53.194,51.905,54.669,12.5,11.466,13.622,5.837,5.214,6.415,2553.676,92.15,25942.227,3580.179,129.875,209.881,202.009,218.359,358.746,374.958,341.821,126.467,133.052,119.472,245.2,269.354,219.38,-13.987,-0.016
